PeakName	Sequence_Length
chr3-141886620-141886645	26
chr3-141888686-141888695	10
chr3-141889633-141890074	442
chr3-141890672-141890737	66
chr3-141892964-141893200	237
chr3-141894516-141895419	904
chr3-141900506-141900875	370
chr3-141902045-141902213	169
chr3-141912986-141913691	706
chr3-141941162-141941164	3
chr3-141962518-141962951	434
chr3-142022446-142022666	221
chr3-142027630-142028886	1257
chr3-142046461-142046695	235
chr3-142115887-142116295	409
chr3-142126194-142126569	376
chr3-142148338-142150244	1907
chr3-142152604-142152763	160
chr3-142180772-142181124	353
chr3-142224711-142226190	1480
chr3-142262831-142263320	490
chr3-142269714-142271312	1599
chr3-142275339-142277484	2146
chr3-142279773-142280608	836
chr3-142338132-142338330	199
chr3-142445541-142448896	3356
chr3-142508421-142509593	1173
chr3-142530329-142530724	396
chr3-142574570-142575195	626
chr3-142577637-142580126	2490
chr3-142586753-142587248	496
chr3-142595552-142597111	1560
chr3-142723515-142725199	1685
chr3-142828690-142829096	407
chr3-142850284-142851078	795
chr3-142888713-142889157	445
chr3-142905024-142905427	404
chr3-142963417-142964070	654
chr3-142976690-142976999	310
chr3-142987062-142987459	398
chr3-142993817-142994569	753
chr3-143000508-143002842	2335
chr3-143016318-143016719	402
chr3-143035501-143037090	1590
chr3-143051585-143051905	321
chr3-143060823-143061374	552
chr3-143081933-143083128	1196
chr3-143084874-143085569	696
chr3-143118645-143124089	5445
chr3-143124698-143125300	603
chr3-143134987-143135960	974
chr3-143151567-143152400	834
chr3-143158534-143158989	456
chr3-143163493-143166130	2638
chr3-143168581-143168938	358
chr3-143169687-143172029	2343
chr3-143172675-143172717	43
chr3-143178758-143179043	286
chr3-143180396-143180970	575
chr3-143182876-143183581	706
chr3-143192158-143192574	417
chr3-143216680-143217312	633
chr3-143235645-143236937	1293
chr3-143247169-143247501	333
chr3-143280890-143281553	664
chr3-143294126-143294795	670
chr3-143298842-143299401	560
chr3-143301455-143302009	555
chr3-143321166-143321451	286
chr3-143324212-143324552	341
chr3-143327007-143327309	303
chr3-143329702-143329812	111
chr3-143348647-143349304	658
chr3-143352881-143353254	374
chr3-143363221-143363648	428
chr3-143423749-143424107	359
chr3-143431271-143431762	492
chr3-143443455-143444632	1178
chr3-143473146-143473431	286
chr3-143528834-143529413	580
chr3-143536006-143536389	384
chr3-143565983-143566406	424
chr3-143585862-143586523	662
chr3-143595420-143595883	464
chr3-143601049-143601088	40
chr3-143604849-143605282	434
chr3-143669286-143669909	624
chr3-143673982-143674824	843
chr3-143751189-143752870	1682
chr3-143775324-143775811	488
chr3-143805955-143807333	1379
chr3-143811070-143812000	931
chr3-143814132-143815264	1133
chr3-143820879-143821166	288
chr3-143825382-143826864	1483
chr3-143831157-143832355	1199
chr3-143847607-143848942	1336
chr3-143849908-143850286	379
chr3-143855151-143855623	473
chr3-143881164-143881486	323
chr3-143885800-143886210	411
chr3-143921124-143921609	486
chr3-143924810-143925169	360
chr3-143951382-143951759	378
chr3-143963970-143964327	358
chr3-143970476-143974152	3677
chr3-143975535-143975919	385
chr3-143977220-143978443	1224
chr3-143998074-143998872	799
chr3-144028459-144029488	1030
chr3-144109864-144110376	513
chr3-144324181-144324423	243
chr3-144593887-144594181	295
chr3-144809419-144809802	384
chr3-146148697-146148700	4
chr3-146160878-146161632	755
chr3-146250752-146251096	345
chr3-146468931-146470193	1263
chr3-146497387-146498790	1404
chr3-146506430-146507164	735
chr3-146536780-146536981	202
chr3-146540164-146540920	757
chr3-146541672-146545415	3744
chr3-146550019-146551498	1480
chr3-146553836-146554478	643
chr3-146557636-146558197	562
chr3-146558806-146559268	463
chr3-146577715-146578035	321
chr3-146581859-146582458	600
chr3-147699131-147699532	402
chr3-147705558-147706139	582
chr3-148319142-148320043	902
chr3-148757463-148757981	519
chr3-148779156-148779197	42
chr3-148784981-148785469	489
chr3-148823114-148823385	272
chr3-148943484-148943973	490
chr3-148955459-148955871	413
chr3-148962546-148962815	270
chr3-148974723-148975128	406
chr3-148990105-148993032	2928
chr3-148998772-149000640	1869
chr3-149009516-149010368	853
chr3-149085502-149087463	1962
chr3-149095324-149096062	739
chr3-149120052-149120897	846
chr3-149128767-149130913	2147
chr3-149131618-149132166	549
chr3-149145020-149146828	1809
chr3-149151887-149152810	924
chr3-149203667-149204280	614
chr3-149223883-149225717	1835
chr3-149243427-149244030	604
chr3-149245367-149246475	1109
chr3-149252284-149252672	389
chr3-149273018-149273727	710
chr3-149277141-149277960	820
chr3-149298147-149298608	462
chr3-149300178-149300496	319
chr3-149342616-149343188	573
chr3-149352447-149352895	449
chr3-149371023-149371488	466
chr3-149373647-149374136	490
chr3-149374806-149375245	440
chr3-149386970-149387460	491
chr3-149393335-149394213	879
chr3-149420325-149420742	418
chr3-149442982-149443133	152
chr3-149447987-149449046	1060
chr3-149464761-149465162	402
chr3-149473546-149474166	621
chr3-149476038-149476800	763
chr3-149480347-149480809	463
chr3-149494203-149494470	268
chr3-149507427-149508501	1075
chr3-149512303-149512624	322
chr3-149532411-149533204	794
chr3-149623866-149624205	340
chr3-149657531-149658784	1254
chr3-149701685-149701949	265
chr3-149751511-149753153	1643
chr3-149763878-149764174	297
chr3-149765751-149766136	386
chr3-149780931-149781883	953
chr3-149783380-149783992	613
chr3-149808133-149808832	700
chr3-149809656-149810129	474
chr3-149812037-149817677	5641
chr3-149848197-149848720	524
chr3-149881906-149882235	330
chr3-149936770-149937110	341
chr3-149967078-149967496	419
chr3-149969699-149971972	2274
chr3-150147507-150147574	68
chr3-150184109-150184521	413
chr3-150221225-150221704	480
chr3-150223265-150223918	654
chr3-150253560-150253972	413
chr3-150262957-150263043	87
chr3-150273245-150273876	632
chr3-150286534-150286911	378
chr3-150372809-150373938	1130
chr3-150384370-150386151	1782
chr3-150407200-150413409	6210
chr3-150414258-150414669	412
chr3-150415505-150416172	668
chr3-150417683-150418349	667
chr3-150421778-150422141	364
chr3-150434095-150434594	500
chr3-150450973-150452021	1049
chr3-150495134-150495994	861
chr3-150528428-150528885	458
chr3-150538010-150538082	73
chr3-150538625-150539270	646
chr3-150540483-150542235	1753
chr3-150542815-150548727	5913
chr3-150575653-150575865	213
chr3-150598561-150599995	1435
chr3-150602402-150604543	2142
chr3-150605858-150606882	1025
chr3-150609954-150610365	412
chr3-150611788-150611857	70
chr3-150635114-150636399	1286
chr3-150662607-150662969	363
chr3-150680966-150681472	507
chr3-150702399-150704781	2383
chr3-150721204-150722119	916
chr3-150722969-150722978	10
chr3-150737195-150738648	1454
chr3-150739360-150740999	1640
chr3-150747801-150748722	922
chr3-150751034-150751382	349
chr3-150752829-150753184	356
chr3-150755213-150756712	1500
chr3-150757803-150765038	7236
chr3-150766287-150766707	421
chr3-150787723-150788358	636
chr3-150798354-150798383	30
chr3-150865040-150865921	882
chr3-150867491-150867764	274
chr3-150875717-150875759	43
chr3-150877361-150877687	327
chr3-150889080-150891308	2229
chr3-150899343-150899771	429
chr3-150912580-150913605	1026
chr3-150925510-150926576	1067
chr3-151085094-151087482	2389
chr3-151135443-151136317	875
chr3-151145933-151146803	871
chr3-151156614-151157025	412
chr3-151168225-151171990	3766
chr3-151174373-151174759	387
chr3-151182672-151184191	1520
chr3-151199467-151203640	4174
chr3-151204450-151205421	972
chr3-151209579-151211511	1933
chr3-151224530-151224665	136
chr3-151225489-151226603	1115
chr3-151227424-151228863	1440
chr3-151230203-151231382	1180
chr3-151264676-151266765	2090
chr3-151268272-151269381	1110
chr3-151274246-151275516	1271
chr3-151276096-151277308	1213
chr3-151278010-151278973	964
chr3-151282837-151283387	551
chr3-151284136-151284418	283
chr3-151318693-151319413	721
chr3-151321490-151322910	1421
chr3-151325449-151325786	338
chr3-151327584-151332068	4485
chr3-151345788-151347951	2164
chr3-151350641-151352088	1448
chr3-151356768-151357447	680
chr3-151362477-151363449	973
chr3-151379389-151379720	332
chr3-151382723-151383119	397
chr3-151383963-151385282	1320
chr3-151385817-151386097	281
chr3-151387418-151388387	970
chr3-151391770-151392090	321
chr3-151395772-151396160	389
chr3-151398878-151399240	363
chr3-151404403-151404632	230
chr3-151439536-151439958	423
chr3-151445218-151445721	504
chr3-151553834-151554322	489
chr3-151556669-151556903	235
chr3-151838974-151839385	412
chr3-151852175-151852616	442
chr3-151871276-151872217	942
chr3-151873315-151873717	403
chr3-151875647-151876310	664
chr3-151879659-151880243	585
chr3-151890543-151891148	606
chr3-151895517-151895857	341
chr3-151918261-151918651	391
chr3-151935456-151935828	373
chr3-152071922-152072316	395
chr3-152096543-152096836	294
chr3-152100477-152100945	469
chr3-152104801-152105342	542
chr3-152177674-152178237	564
chr3-152183409-152183983	575
chr3-152188447-152189127	681
chr3-152191781-152201883	10103
chr3-152202839-152206277	3439
chr3-152208230-152208813	584
chr3-152209795-152210060	266
chr3-152211507-152211854	348
chr3-152212968-152213862	895
chr3-152217135-152219670	2536
chr3-152220713-152220978	266
chr3-152222253-152224202	1950
chr3-152230392-152231061	670
chr3-152236692-152237516	825
chr3-152241013-152244738	3726
chr3-152245261-152246399	1139
chr3-152252062-152255976	3915
chr3-152256809-152260986	4178
chr3-152261765-152262117	353
chr3-152263575-152264798	1224
chr3-152266166-152277582	11417
chr3-152278164-152281875	3712
chr3-152282921-152286094	3174
chr3-152286836-152287658	823
chr3-152288286-152288340	55
chr3-152290755-152293493	2739
chr3-152295356-152297574	2219
chr3-152298313-152299894	1582
chr3-152301663-152303048	1386
chr3-152304158-152304678	521
chr3-152305274-152305635	362
chr3-152308304-152310472	2169
chr3-152315711-152317631	1921
chr3-152322708-152324460	1753
chr3-152327246-152327610	365
chr3-152328769-152329298	530
chr3-152331131-152331421	291
chr3-152332518-152333084	567
chr3-152335035-152335744	710
chr3-152343112-152343283	172
chr3-152345175-152345648	474
chr3-152349577-152349709	133
chr3-152350294-152350891	598
chr3-152356772-152357106	335
chr3-152359720-152359722	3
chr3-152367617-152367842	226
chr3-152372734-152373836	1103
chr3-152375606-152377613	2008
chr3-152378933-152378947	15
chr3-152379881-152380593	713
chr3-152382260-152383602	1343
chr3-152384416-152384817	402
chr3-152386432-152386574	143
chr3-152389313-152389488	176
chr3-152390639-152391098	460
chr3-152398551-152399912	1362
chr3-152402651-152404212	1562
chr3-152405244-152405264	21
chr3-152405978-152407021	1044
chr3-152419464-152420341	878
chr3-152425308-152427547	2240
chr3-152428337-152428909	573
chr3-152434100-152434434	335
chr3-152436803-152437018	216
chr3-152442797-152444437	1641
chr3-152445319-152445478	160
chr3-152450580-152450619	40
chr3-152452350-152452775	426
chr3-152466172-152467327	1156
chr3-152469699-152469734	36
chr3-152471686-152472969	1284
chr3-152474644-152474958	315
chr3-152480442-152480524	83
chr3-152595957-152596606	650
chr3-152719320-152719520	201
chr3-152769445-152769965	521
chr3-152834554-152835965	1412
chr3-152856965-152857552	588
chr3-152865633-152866239	607
chr3-152870055-152870518	464
chr3-152885096-152885429	334
chr3-153042956-153043540	585
chr3-153058300-153058691	392
chr3-153070050-153070586	537
chr3-153090941-153091371	431
chr3-153113451-153113904	454
chr3-153130472-153130987	516
chr3-153137583-153139141	1559
chr3-153140755-153141198	444
chr3-153151005-153151408	404
chr3-153159672-153164341	4670
chr3-153164853-153167027	2175
chr3-153174155-153174478	324
chr3-153180988-153181411	424
chr3-153209408-153211143	1736
chr3-153218643-153218755	113
chr3-153221306-153223075	1770
chr3-153242874-153243315	442
chr3-153244732-153245421	690
chr3-153246728-153248047	1320
chr3-153248651-153248962	312
chr3-153250106-153250862	757
chr3-153284073-153286307	2235
chr3-153289220-153291767	2548
chr3-153293251-153293645	395
chr3-153319914-153320284	371
chr3-153373447-153374123	677
chr3-153462493-153463014	522
chr3-153591935-153592207	273
chr3-153595250-153595568	319
chr3-153614610-153614870	261
chr3-153621856-153622584	729
chr3-153623990-153625089	1100
chr3-153628567-153628899	333
chr3-153643397-153644041	645
chr3-153678990-153680807	1818
chr3-153768630-153769328	699
chr3-154121053-154122464	1412
chr3-154178070-154178657	588
chr3-154188900-154189301	402
chr3-154253007-154253435	429
chr3-154285275-154285521	247
chr3-154317920-154317997	78
chr3-154319698-154320683	986
chr3-154321636-154325517	3882
chr3-154334905-154335289	385
chr3-154717954-154719067	1114
chr3-154767002-154767275	274
chr3-154783285-154784068	784
chr3-154786724-154786833	110
chr3-154794395-154795978	1584
chr3-154799776-154800204	429
chr3-154970789-154972325	1537
chr3-155001281-155002065	785
chr3-155018798-155019278	481
chr3-155026809-155027705	897
chr3-155033005-155033404	400
chr3-155079687-155080231	545
chr3-155184047-155184372	326
chr3-155555235-155555496	262
chr3-155581526-155582074	549
chr3-155737757-155738230	474
chr3-155743957-155746000	2044
chr3-155805253-155806799	1547
chr3-155832495-155832979	485
chr3-155852484-155855743	3260
chr3-155859881-155860277	397
chr3-155862189-155863237	1049
chr3-155869687-155872390	2704
chr3-155872894-155873555	662
chr3-156150462-156150868	407
chr3-156151894-156152197	304
chr3-156160642-156161582	941
chr3-156298957-156299334	378
chr3-156300936-156301438	503
chr3-156323588-156323593	6
chr3-156342055-156342325	271
chr3-156445654-156446066	413
chr3-156460295-156460756	462
chr3-156483062-156484992	1931
chr3-156509641-156510139	499
chr3-156524290-156525251	962
chr3-156541020-156541437	418
chr3-156553993-156555933	1941
chr3-156576673-156577410	738
chr3-156579273-156579810	538
chr3-156583919-156584059	141
chr3-156586884-156587815	932
chr3-156602366-156602690	325
chr3-156605580-156607342	1763
chr3-156643047-156644330	1284
chr3-156660798-156661714	917
chr3-156663765-156665790	2026
chr3-156668152-156668959	808
chr3-156670211-156671943	1733
chr3-156673441-156678584	5144
chr3-156679515-156681532	2018
chr3-156685093-156686213	1121
chr3-156686935-156687454	520
chr3-156702258-156702826	569
chr3-156705519-156706413	895
chr3-156796075-156796630	556
chr3-156812495-156813062	568
chr3-156815385-156818224	2840
chr3-156824659-156827480	2822
chr3-156859615-156859939	325
chr3-156978345-156979111	767
chr3-157029242-157029930	689
chr3-157064258-157064772	515
chr3-157066880-157067858	979
chr3-157081417-157082494	1078
chr3-157088023-157091645	3623
chr3-157093204-157093387	184
chr3-157101437-157101910	474
chr3-157103251-157103835	585
chr3-157105157-157105857	701
chr3-157119326-157119863	538
chr3-157128020-157131872	3853
chr3-157134925-157135042	118
chr3-157136856-157138238	1383
chr3-157141251-157141587	337
chr3-157142595-157142978	384
chr3-157143539-157143751	213
chr3-157144409-157164230	19822
chr3-157170742-157171479	738
chr3-157173442-157176676	3235
chr3-157201653-157202088	436
chr3-157226189-157226590	402
chr3-157239015-157239541	527
chr3-157429709-157430108	400
chr3-157436399-157438415	2017
chr3-157445638-157446387	750
chr3-157452093-157452612	520
chr3-157469465-157470010	546
chr3-157606686-157606724	39
chr3-157617978-157618525	548
chr3-158094415-158095692	1278
chr3-158097356-158098931	1576
chr3-158102750-158107613	4864
chr3-158109474-158110957	1484
chr3-158167982-158168659	678
chr3-158352494-158353003	510
chr3-158570634-158572740	2107
chr3-158641903-158642251	349
chr3-158643971-158645121	1151
chr3-158659666-158660115	450
chr3-158671794-158673199	1406
chr3-158711940-158712192	253
chr3-158722099-158723739	1641
chr3-158727491-158728389	899
chr3-158731767-158732956	1190
chr3-158747141-158747533	393
chr3-158791225-158791755	531
chr3-158794956-158795364	409
chr3-158801047-158803280	2234
chr3-158808723-158811746	3024
chr3-158812582-158812928	347
chr3-158819181-158819801	621
chr3-159762787-159765472	2686
chr3-159832009-159832488	480
chr3-159833708-159833940	233
chr3-159839749-159840298	550
chr3-159850662-159850777	116
chr3-159853100-159853128	29
chr3-159884794-159885191	398
chr3-159887817-159888265	449
chr3-159902581-159903084	504
chr3-159904384-159905147	764
chr3-159907785-159908270	486
chr3-159911003-159911789	787
chr3-159919858-159920273	416
chr3-159922540-159923415	876
chr3-159923920-159924358	439
chr3-159928159-159930308	2150
chr3-159938674-159939202	529
chr3-159941252-159941917	666
chr3-159944747-159945209	463
chr3-159948401-159948865	465
chr3-159950451-159950923	473
chr3-159953038-159953797	760
chr3-159977297-159977695	399
chr3-159978312-159978790	479
chr3-159988141-159989532	1392
chr3-159990235-159990426	192
chr3-160003518-160003980	463
chr3-160006510-160006942	433
chr3-160011975-160012776	802
chr3-160027780-160028020	241
chr3-160032223-160032577	355
chr3-160099842-160100184	343
chr3-160105994-160106284	291
chr3-160125288-160125799	512
chr3-160129352-160130248	897
chr3-160134510-160135776	1267
chr3-160225020-160226917	1898
chr3-160368723-160369257	535
chr3-160369792-160370217	426
chr3-160398427-160402339	3913
chr3-160413541-160414106	566
chr3-160448681-160450778	2098
chr3-160485533-160486716	1184
chr3-160561234-160561619	386
chr3-160563993-160566731	2739
chr3-160567885-160568039	155
chr3-160707443-160707781	339
chr3-160754231-160757791	3561
chr3-160780165-160780659	495
chr3-160801222-160802568	1347
chr3-160806161-160806195	35
chr3-160837361-160838133	773
chr3-160941853-160942309	457
chr3-160977988-160978138	151
chr3-160980712-160981849	1138
chr3-160982441-160982957	517
chr3-160986144-160986481	338
chr3-161034939-161036435	1497
chr3-161050981-161051294	314
chr3-161069541-161070395	855
chr3-161081604-161082339	736
chr3-161104638-161105611	974
chr3-161220658-161223168	2511
chr3-161274758-161275029	272
chr3-161305390-161305755	366
chr3-161310478-161311765	1288
chr3-161349555-161350387	833
chr3-161371468-161373209	1742
chr3-161387421-161387711	291
chr3-161388679-161390114	1436
chr3-161394089-161395853	1765
chr3-161406612-161406966	355
chr3-161409015-161409403	389
chr3-161423960-161424302	343
chr3-161488384-161488708	325
chr3-161489339-161489866	528
chr3-167146926-167147275	350
chr3-167162178-167162494	317
chr3-167379737-167380687	951
chr3-167481470-167481519	50
chr3-167520717-167521415	699
chr3-167653196-167654255	1060
chr3-167684384-167684855	472
chr3-167691319-167691789	471
chr3-167733889-167736332	2444
chr3-167740950-167741398	449
chr3-167747084-167747526	443
chr3-167750082-167750970	889
chr3-167830050-167830412	363
chr3-167837709-167837776	68
chr3-167843375-167844300	926
chr3-167859566-167860067	502
chr3-167861601-167862933	1333
chr3-167864413-167864825	413
chr3-167866250-167866997	748
chr3-167882082-167882470	389
chr3-167892352-167892381	30
chr3-167899158-167899445	288
chr3-167913486-167913887	402
chr3-167941584-167941972	389
chr3-168047149-168047636	488
chr3-168094586-168096760	2175
chr3-168141659-168141935	277
chr3-168156480-168156881	402
chr3-168165665-168165999	335
chr3-168249520-168250217	698
chr3-168428042-168428256	215
chr3-169146309-169147562	1254
chr3-169149233-169149835	603
chr3-169153589-169154220	632
chr3-169158994-169159287	294
chr3-169227963-169228317	355
chr3-169327541-169328447	907
chr3-169658355-169658920	566
chr3-169660765-169663460	2696
chr3-169663966-169664432	467
chr3-169668292-169669510	1219
chr3-169676916-169677295	380
chr3-169759144-169759747	604
chr3-169762780-169766124	3345
chr3-169766655-169766866	212
chr3-169767836-169768510	675
chr3-169769083-169770163	1081
chr3-169771498-169774395	2898
chr3-169811611-169814628	3018
chr3-169836010-169836503	494
chr3-169846533-169847116	584
chr3-169863303-169864030	728
chr3-169865042-169866046	1005
chr3-169871417-169871902	486
chr3-169930148-169930630	483
chr3-169931926-169932664	739
chr3-169940349-169941100	752
chr3-169944802-169946092	1291
chr3-169951937-169952699	763
chr3-169953757-169955110	1354
chr3-169965531-169967940	2410
chr3-169969470-169969505	36
chr3-169979946-169980503	558
chr3-169998627-169999145	519
chr3-170002574-170003495	922
chr3-170006770-170007665	896
chr3-170020929-170021470	542
chr3-170025002-170025821	820
chr3-170027499-170028090	592
chr3-170033007-170034264	1258
chr3-170037321-170039354	2034
chr3-170044164-170046015	1852
chr3-170054215-170054597	383
chr3-170128434-170129458	1025
chr3-170132415-170132599	185
chr3-170154348-170155342	995
chr3-170171569-170171784	216
chr3-170178421-170182506	4086
chr3-170188998-170190228	1231
chr3-170221677-170223921	2245
chr3-170258734-170258915	182
chr3-170277008-170278421	1414
chr3-170301413-170301749	337
chr3-170310057-170310638	582
chr3-170321299-170321731	433
chr3-170348624-170349119	496
chr3-170350535-170351353	819
chr3-170352705-170353574	870
chr3-170355722-170361785	6064
chr3-170362588-170362745	158
chr3-170367314-170367943	630
chr3-170368915-170369316	402
chr3-170414144-170414509	366
chr3-170418591-170419029	439
chr3-170419602-170420095	494
chr3-170811921-170812372	452
chr3-170865349-170865789	441
chr3-170866796-170867895	1100
chr3-170868504-170871270	2767
chr3-170907548-170910123	2576
chr3-171028392-171028400	9
chr3-171163195-171163549	355
chr3-171173614-171174364	751
chr3-171178954-171179060	107
chr3-171187703-171188049	347
chr3-171225072-171225600	529
chr3-171246069-171246144	76
chr3-171247178-171247699	522
chr3-171248345-171249464	1120
chr3-171251808-171252317	510
chr3-171253306-171253625	320
chr3-171255111-171256040	930
chr3-171256663-171257829	1167
chr3-171266853-171267415	563
chr3-171269475-171270237	763
chr3-171274219-171274633	415
chr3-171286902-171287183	282
chr3-171293430-171293508	79
chr3-171311827-171312117	291
chr3-171327584-171327589	6
chr3-171328445-171329159	715
chr3-171346686-171348256	1571
chr3-171375737-171376685	949
chr3-171457344-171462623	5280
chr3-171480416-171481111	696
chr3-171491021-171491947	927
chr3-171494271-171495226	956
chr3-171543920-171544223	304
chr3-171552775-171553622	848
chr3-171562002-171562214	213
chr3-171566790-171567214	425
chr3-171636618-171637054	437
chr3-171690196-171690772	577
chr3-171755276-171755340	65
chr3-171768520-171768746	227
chr3-171772493-171772805	313
chr3-171776663-171778066	1404
chr3-171782605-171782996	392
chr3-171805987-171806820	834
chr3-171809247-171811995	2749
chr3-171813653-171814746	1094
chr3-171824031-171824506	476
chr3-171825390-171825786	397
chr3-171827851-171828251	401
chr3-171828804-171830345	1542
chr3-171834221-171834536	316
chr3-171835081-171835581	501
chr3-171838266-171838650	385
chr3-171900581-171900920	340
chr3-171935544-171935724	181
chr3-171936304-171936998	695
chr3-171954567-171955293	727
chr3-171960326-171961297	972
chr3-171966791-171967841	1051
chr3-171970451-171970998	548
chr3-171975316-171975925	610
chr3-171977598-171978589	992
chr3-171980400-171981117	718
chr3-171984621-171985576	956
chr3-171986099-171986694	596
chr3-172029764-172030100	337
chr3-172033671-172033713	43
chr3-172035058-172035524	467
chr3-172038170-172043473	5304
chr3-172044757-172045468	712
chr3-172054302-172055931	1630
chr3-172057005-172057291	287
chr3-172061442-172062605	1164
chr3-172067088-172067592	505
chr3-172068108-172068141	34
chr3-172073356-172075144	1789
chr3-172087842-172088368	527
chr3-172094813-172095665	853
chr3-172097053-172097919	867
chr3-172101151-172101404	254
chr3-172102043-172103187	1145
chr3-172104654-172105093	440
chr3-172106159-172108876	2718
chr3-172115040-172115339	300
chr3-172129343-172131174	1832
chr3-172131913-172132732	820
chr3-172133919-172136554	2636
chr3-172137199-172139477	2279
chr3-172140367-172141162	796
chr3-172142228-172142942	715
chr3-172144312-172144396	85
chr3-172145172-172145751	580
chr3-172147149-172147432	284
chr3-172148262-172149226	965
chr3-172152289-172153962	1674
chr3-172159963-172160660	698
chr3-172173872-172174254	383
chr3-172176038-172176778	741
chr3-172179714-172180293	580
chr3-172185991-172186165	175
chr3-172201130-172202146	1017
chr3-172209051-172209402	352
chr3-172289613-172289972	360
chr3-172294109-172294745	637
chr3-172317811-172318472	662
chr3-172332472-172332940	469
chr3-172341439-172341918	480
chr3-172447521-172448238	718
chr3-172476424-172477760	1337
chr3-172490099-172490735	637
chr3-172511792-172513931	2140
chr3-172514952-172515399	448
chr3-172516744-172521002	4259
chr3-172521825-172524253	2429
chr3-172530064-172531070	1007
chr3-172536747-172537591	845
chr3-172546355-172547743	1389
chr3-172550531-172550960	430
chr3-172557469-172557902	434
chr3-172558863-172559525	663
chr3-172561836-172563939	2104
chr3-172568415-172569570	1156
chr3-172577767-172578553	787
chr3-172579723-172581668	1946
chr3-172586250-172586977	728
chr3-172591250-172593538	2289
chr3-172594506-172596582	2077
chr3-172607265-172607673	409
chr3-172615840-172616506	667
chr3-172623193-172623625	433
chr3-172625316-172625759	444
chr3-172626631-172627898	1268
chr3-172635616-172635887	272
chr3-172648750-172649249	500
chr3-172665557-172665800	244
chr3-172666756-172667264	509
chr3-172673109-172673576	468
chr3-172675274-172675988	715
chr3-172676996-172677491	496
chr3-172692690-172693212	523
chr3-172694697-172695030	334
chr3-172698210-172699437	1228
chr3-172709709-172711823	2115
chr3-172716355-172717028	674
chr3-172726718-172726731	14
chr3-172749932-172751726	1795
chr3-172759117-172759497	381
chr3-173395013-173396183	1171
chr3-173397250-173398225	976
chr3-174110820-174111157	338
chr3-174308839-174308904	66
chr3-174330850-174332884	2035
chr3-174336708-174338269	1562
chr3-174417495-174418057	563
chr3-174439600-174441843	2244
chr3-174444365-174444829	465
chr3-176872751-176873105	355
chr3-176939044-176939357	314
chr3-176964598-176965088	491
chr3-177050726-177051214	489
chr3-177057712-177058233	522
chr3-177085743-177086243	501
chr3-177109598-177111437	1840
chr3-177119994-177120187	194
chr3-177134323-177134625	303
chr3-177139199-177139695	497
chr3-177141932-177142683	752
chr3-177144364-177147013	2650
chr3-177147873-177147894	22
chr3-177150528-177151599	1072
chr3-177179765-177180047	283
chr3-177191165-177192721	1557
chr3-177193995-177194155	161
chr3-177195242-177199938	4697
chr3-177201000-177202516	1517
chr3-177212189-177212392	204
chr3-177220815-177222193	1379
chr3-177224375-177224844	470
chr3-177246921-177247458	538
chr3-177249459-177249476	18
chr3-177251610-177252336	727
chr3-177263809-177264209	401
chr3-177281309-177281782	474
chr3-177284212-177284991	780
chr3-177287264-177287655	392
chr3-177289829-177290423	595
chr3-177299954-177300549	596
chr3-177317793-177318396	604
chr3-177320731-177321240	510
chr3-177322756-177323834	1079
chr3-177325131-177325635	505
chr3-177333464-177334701	1238
chr3-177335732-177336109	378
chr3-177337554-177339526	1973
chr3-177345058-177346226	1169
chr3-177351573-177352309	737
chr3-177353211-177353540	330
chr3-177357280-177362273	4994
chr3-177410781-177411112	332
chr3-177426735-177428059	1325
chr3-177429829-177430044	216
chr3-177441726-177442723	998
chr3-177446002-177446723	722
chr3-177448905-177450236	1332
chr3-177452464-177452950	487
chr3-177481319-177481625	307
chr3-177538384-177539818	1435
chr3-177547927-177548353	427
chr3-177551339-177552038	700
chr3-177555179-177555240	62
chr3-177570166-177570728	563
chr3-177591182-177591938	757
chr3-177597132-177599889	2758
chr3-177602484-177603809	1326
chr3-177614858-177615688	831
chr3-177624559-177625142	584
chr3-177642208-177643450	1243
chr3-177646648-177648300	1653
chr3-177652895-177653047	153
chr3-177679479-177680151	673
chr3-177681877-177682091	215
chr3-177683650-177684046	397
chr3-177714893-177715421	529
chr3-177723885-177724323	439
chr3-177725147-177725603	457
chr3-177777742-177779088	1347
chr3-177781784-177781944	161
chr3-177787328-177787634	307
chr3-177811157-177811399	243
chr3-177820693-177821102	410
chr3-177835072-177835312	241
chr3-177917844-177917931	88
chr3-177928047-177928705	659
chr3-177943910-177944890	981
chr3-177947206-177947329	124
chr3-177977858-177977965	108
chr3-178000265-178000828	564
chr3-178001523-178002586	1064
chr3-178003679-178004216	538
chr3-178005985-178006386	402
chr3-178010254-178010762	509
chr3-178076680-178077101	422
chr3-178084740-178085661	922
chr3-178348876-178349327	452
chr3-178969197-178969351	155
chr3-179015378-179016126	749
chr3-179017190-179017689	500
chr3-179027503-179028747	1245
chr3-179037008-179039280	2273
chr3-179045993-179046905	913
chr3-179069133-179069500	368
chr3-179071010-179072678	1669
chr3-179074446-179075141	696
chr3-179105062-179105464	403
chr3-179146842-179149996	3155
chr3-179181873-179182561	689
chr3-179195917-179196543	627
chr3-179260789-179261894	1106
chr3-179309462-179309678	217
chr3-179315725-179316698	974
chr3-179321537-179324902	3366
chr3-179346289-179348883	2595
chr3-179431815-179432573	759
chr3-179436627-179437731	1105
chr3-179438670-179439577	908
chr3-179450160-179452360	2201
chr3-179464190-179464732	543
chr3-179473429-179474261	833
